index,cancer_admissions_AA,cardio_admissions_AA,cardio_emergencies_AA,Diabetes_admissions_AA,Diabetes_emergencies_AA,Mental_admissions_AA,Mental_emergencies_AA,Stroke_admissions_AA,fruit_consump_%,obsese_adults_%,overweight_adults_%,diabetic_adults_%,heartrate_adult_%,poor_mental_health_%,smoking_rate_%,smoking_pregnant_%,infant_rate_2014_per1000,hiv_density_per1000,firearm_deaths_2015_%,live_births_2014_%,chlamydia_%,gonorrhea_%,syphillis_%,nonfatal_opiod_hospitalevents_%,hypertension_%,diagnosed_depression_%,anyexercise_%,suicide_deaths_%,risk_per1000,smokers_quitworks_%,smokers_helpline_%,substanceuse_rate_AA,mentalhealth_hosp_rate,breast_cancer_sir,prostrate_cancer_sir,colorectal_cancer_sir,lung_cancer_sir,cervical_cancer_sir
Arlington,-0.028394940356966467,-0.2137096307277549,-0.09000128896396749,-0.005247720502719271,-0.003865662013252611,-0.12064653447639935,-0.2571996584925155,-0.01626502723607655,0.027437916666666676,-0.0479925781250001,-0.05192941176470567,-0.005555984555984536,0.0007335907335907291,0.011167968750000062,,-0.06662177650429804,-0.38998415272649467,-0.3611204262796941,-0.00015878933184970646,0.0043304949253417145,-0.0747153898269129,-0.001969835675561361,-0.0012990934765137602,-0.029582338093067612,0.02451712113919877,0.05531784955597213,0.1632734854682019,-0.02611379051612109,-0.10700694872698764,-0.007718974767354544,-0.0022348168450912497,-36.2663755458516,-53.32229591194914,11.227920227920222,9.757834757834758,-10.894586894586894,-1.4729344729344689,-40.5954415954416
Ashburnham,0.015198164200078497,-0.04653640783596319,-0.011733756088566707,,,-0.05438383323853063,-0.1271519660603777,,0.019637916666666644,0.05970742187499989,-0.005929411764705739,-0.004555984555984521,-0.00626640926640927,-0.010832031249999943,-0.0699854545454545,-0.05362177650429805,-3.7569875197264944,,-0.00015878933184970646,-0.0007215881381199994,-0.05136595343399825,-0.0014622395451317598,-0.0015002018068677107,-0.035703329381884384,-0.2469562990205845,-0.019648354504419308,0.027959954115066327,-0.050917151259775,-0.051286763830358864,0.003231105747943361,0.0029181622209312947,-29.96637554585159,-191.29239591194914,-14.772079772079778,4.7578347578347575,-15.894586894586894,-31.47293447293447,-68.5954415954416
Ashby,,0.3029760034443639,0.06116561823152492,,,,0.3458432080744807,,,,,,,,-0.023985454545454504,0.02637822349570197,-3.7569875197264944,,-0.00015878933184970646,-0.0018617878322275527,-0.038631298204697656,-0.0009092684624271127,-0.0015002018068677107,0.002838865632149969,-0.09147091275856424,-0.011149056850111676,0.13027018513816838,-0.050917151259775,0.002982685899811913,-0.004267452960012215,-0.0006659432962992824,31.633624454148404,-213.9849959119491,4.227920227920222,1.7578347578347575,-13.894586894586894,-31.47293447293447,154.4045584045584
Ashfield,0.18663641531509947,0.3492326593756681,,,,0.4712251707701034,0.6877181513770794,,,,,,,,0.0130145454545455,0.04737822349570196,-3.7569875197264944,,0.0004669928959350245,-0.0028190166870912373,0.033544935579845545,-0.004360790269769441,0.04668502973255657,-0.263595677266351,-0.4733060247447689,-0.18681923287359495,-0.007931134993844745,-0.050917151259775,0.11534763185990647,-0.00459006362843089,-0.001609034617306519,,-212.56099591194914,6.227920227920222,-88.24216524216524,14.105413105413106,-51.47293447293447,-68.5954415954416
Ashland,-0.014995385177704025,-0.16642485196663478,-0.07993483120460346,-0.0037745752834454672,,-0.0840078108866551,-0.2002205072978268,-0.010704718725382315,0.027437916666666676,-0.006592578125000109,-0.012929411764705634,-0.012555984555984528,-0.008266409266409272,-0.001832031249999949,,-0.06662177650429804,-3.7569875197264944,-0.8563301302796941,-0.00010134447890853,0.003497472674610889,-0.07029213615044233,6.246340670114717e-05,-0.0012704223951030048,-0.06848380037813348,0.03324868977837999,0.04305536132102483,0.05353751187084184,-0.029662555671539713,-0.103940791471665,-0.007546640208531016,-0.0020624822862677205,-57.666375545851594,-9.073095911949054,4.227920227920222,-16.242165242165242,9.105413105413106,27.52706552706553,-29.5954415954416
Athol,-0.006272458060311445,-0.08300713564865768,0.059566631415053736,0.018731379260636196,0.02283947329571609,-0.040718694124815324,0.025239697165283848,0.0067172799803663676,-0.0014620833333333358,0.02600742187499991,0.06807058823529433,-0.012555984555984528,-0.002266409266409267,0.002167968750000055,-0.0549854545454545,-0.043621776504298035,-3.7569875197264944,-1.100790905279694,-7.139202368679788e-05,0.0015996337015806714,-0.05977045013105554,-0.003486817188140355,-0.0015002018068677107,0.05798707478246895,-0.026912891988437326,-0.08791066384958104,-0.060323874267771874,0.046093860801053516,0.3022154225353812,-0.004048287824512384,-0.0013608437634621635,46.53362445414841,616.439404088051,-20.772079772079778,-24.242165242165242,24.105413105413106,43.52706552706553,-68.5954415954416
Attleboro,-0.029880015972488433,-0.2095802384854716,-0.0826357619838084,-0.0044637025641746575,-0.0027642928056825023,-0.1204875590546214,-0.22275650363673452,-0.015958905802917974,0.051537916666666655,0.011407421874999909,0.02807058823529429,-0.00255598455598452,-0.0042664092664092676,0.014167968750000053,0.09801454545454548,0.15937822349570194,-0.3922499697264943,0.03134064272030601,-0.00015878933184970646,0.002536200779543625,-0.06874306312696532,-0.004224019429312626,-0.0012950455461824887,0.09126370598806363,0.24877601164772836,0.08352958187993352,-0.0755879006704123,0.00812226153741663,0.04932849690926575,-0.006032134401720498,-0.0016877334832639912,-25.666375545851594,-288.0641959119491,5.227920227920222,3.7578347578347575,14.105413105413106,24.52706552706553,25.4045584045584
Auburn,-0.015183536284580124,-0.15116355012848892,-0.08160923059218628,-0.0009093682684605637,-0.0010740012857834626,-0.09647539388000506,-0.1585714364651791,-0.004282683198388742,0.003537916666666669,0.03280742187499991,0.006070588235294272,-0.015555984555984531,0.002733590733590731,0.009167968750000048,0.02201454545454548,0.01337822349570196,2.7224941212735057,-0.5054805862796939,2.364803132227117e-05,0.0013397484197423173,-0.06164071213292116,-0.0029621038187842797,-0.001256951989305074,-0.0398332198993723,0.10040920030334058,0.07878737629084735,-0.26576941882222765,-0.005915935010687193,-0.12861202096465185,0.015024883174751999,0.00390724104836533,1.2336244541483978,-175.19079591194907,1.2279202279202224,-11.242165242165242,-9.894586894586894,5.527065527065531,-68.5954415954416
Avon,0.025527772349351118,0.20877936782837814,0.018411250737573576,,,0.060154007509850775,0.2193138232274115,0.046234516654311206,-0.02586208333333334,0.0018074218749998816,0.05107058823529431,0.013444015444015469,0.007733590733590728,-0.0028320312499999357,0.0010145454545454902,-0.009621776504298041,-3.7569875197264944,-0.6659468652796939,-0.00015878933184970646,0.002963446396239201,-0.04114332178752168,-0.0007797696789010435,-0.0015002018068677107,0.3065432360399535,0.26578694589473223,0.047197879560667975,-0.023195161396485163,0.03189394990405668,0.20458696401947604,0.003919342152967747,0.0015700175327064228,71.53362445414841,67.73200408805087,25.227920227920222,-42.24216524216524,-4.894586894586894,63.52706552706553,77.4045584045584
Ayer,0.008910450752797616,0.07015065331479252,-0.01482770967578889,0.02070656064332372,0.0132382623328107,0.01184510812834938,0.095966898224344,0.017351347451088267,0.0013379166666666331,0.019407421874999914,0.0360705882352943,0.015444015444015469,-0.0042664092664092676,0.018167968750000055,0.035014545454545486,0.00037822349570196256,-3.7569875197264944,-0.12425275127969405,-0.00015878933184970646,0.004239298592795423,-0.0398169126695525,0.004395554907895534,0.0007840621525231524,0.6703002234805013,0.09155204035388904,0.14990379085166272,-0.06238658053839871,-0.003962836538962821,0.01459847149987655,-0.002515929082075357,-0.001981009738492265,53.03362445414841,403.9184040880508,32.22792022792022,-10.242165242165242,9.105413105413106,46.52706552706553,121.4045584045584
