index,no_vehicle_avail_%,below_poverty_level_%,exp_perpupil_USD,debt_pervaluation_%,homeless_Shelters_per_1000,median_owner_home_USD,median_sale_homes_USD,unemployment_rate,race_Wh_%,race_Afam_%,race_Alaska_%,race_Asian_%,race_Hawaii_%,race_Other_%,race_Two_%,race_Hisp_%,labor_force_rate,emp_rate,emp_business_%,emp_computer_%,emp_legal_%,emp_healthcare_%,emp_healthsupport_%,emp_protective_%,emp_foodprepare_%,emp_clean_%,emp_personalcare_%,emp_sales_%,emp_admin_%,emp_farm_%,emp_construct_%,emp_repair_%,emp_production_%,emp_transport_%,emp_material_%,occ_lt0.5_%,occ_0.5to1.0_%,occ_1.01to1.5_%,occ_1.51to2.0_%,occ_gt2.01_%,owner_homes_%,moved_lastyear_%,house_noplumbing_%,house_nokitchen_%,age_lt18_%,house_lt1939_%,house_1940to1999_%,house_2000to2014_%,poverty_child_%,house_income_gt30_USD_%,median_household_income_USD,median_earnings_retail_USD,gross_rent_%,comm_car_%,comm_carpool_%,comm_bus_%,comm_walk_%,comm_cycle_%,comm_taxi_%,comm_wfh_%,income_capita_USD,households_recfoodstamps_%,gini_index,lep_%,exemplary_%,proficient_%,need_improve_%,unsatis_%,read_write,math,dropout_%,college_%,property_val_USD,tobbaco_retailers_2019_%,licensed_nurses_per1000,preschool_%,health_insurance_coverage_%,public_school_%,private_school_%,liquor_per1000,supermarket_per1000,food_est_per1000,dentists_per1000,young_females_%,physician_assisted_%,pa_provider_density_per10000,median_age,lt5years_%,renter_occupied_%,english_verywell_%,snap_%,physicians_per1000,pcp_per1000,psychiatrist_per1000,psychologist_per1000,pharmacist_per1000,registerednurses_per1000,advancedprn_per1000,population_density,rural_population_%,costas%income_wmgage_lt20%_%,costas%income_wmgage_20to25%_%,costas%income_wmgage_25to30%_%,costas%income_wmgage_30to35%_%,costas%income_wmgage_gt35%_%,costas%income_womgage_lt10%_%,costas%income_womgage_10to15%_%,costas%income_womgage_15to20%_%,costas%income_womgage_20to25%_%,costas%income_womgage_25to30%_%,costas%income_womgage_30to35%_%,costas%income_womgage_gt35%_%,avg_ela,avg_math,students_disabilities_%,students_highneeds_%,students_econodisadv_%,student_teacher_ratio,print_media_circ_%,libraries_%,crimes_against_persons_%,crimes_against_property_%,crimes_against_society_%,emp_pop_ratio_wh_only,emp_pop_ratio_hisp,less_than_highschool_%,highschool_grad_%,associates_degree_%,bachelors_degree_%,vacant_rentals_%,employed_male_%,employed_female_%,cancer_admissions_AA,cardio_admissions_AA,cardio_emergencies_AA,Diabetes_admissions_AA,Diabetes_emergencies_AA,Mental_admissions_AA,Mental_emergencies_AA,Stroke_admissions_AA,fruit_consump_%,obsese_adults_%,overweight_adults_%,diabetic_adults_%,heartrate_adult_%,poor_mental_health_%,smoking_rate_%,smoking_pregnant_%,infant_rate_2014_per1000,hiv_density_per1000,firearm_deaths_2015_%,live_births_2014_%,chlamydia_%,gonorrhea_%,syphillis_%,nonfatal_opiod_hospitalevents_%,hypertension_%,diagnosed_depression_%,anyexercise_%,suicide_deaths_%,risk_per1000,smokers_quitworks_%,smokers_helpline_%,substanceuse_rate_AA,mentalhealth_hosp_rate,breast_cancer_sir,prostrate_cancer_sir,colorectal_cancer_sir,lung_cancer_sir,cervical_cancer_sir
Swampscott,0.006999999999999999,-0.061,16930.91,0.18,0.0,266000,58500.0,-4.5,0.7762911611785095,0.005407279029462738,0.0,0.006239168110918544,0.0,0.004852686308492201,0.006447140381282496,0.020658578856152517,0.66,0.63,0.18585458446810266,0.07130477841049765,0.12555362988638552,0.07207504607851227,0.015845506313443922,0.019476768176941488,0.025969024235921984,0.010783747352204892,0.018706500508926853,0.08979120244284887,0.07856730213749277,0.0,0.029930400814282963,0.006822370773843911,0.025969024235921984,0.014194932739126847,0.008362906109873182,0.7920102620487447,0.1951621770203409,0.008796041781198461,0.004031519149715961,-0.0,0.8079029462738302,-0.12291161178509533,-0.005314275242807403,-0.008979292651640096,0.235,0.504,0.476,0.02,-0.087,-0.20212571009712296,105169.0,32340.0,-0.35600000000000004,0.785,0.06,0.122,0.017,0.001,0.006,0.07,52030,-0.096,-0.4685,-0.023,0.035,0.956,-0.009000000000000001,-0.0,580.0,596.0,-0.001,0.855,2847079503,-0.0113,0.22,0.07032590051457976,0.9873136915077988,0.21079822455068034,0.04373135414392782,-0.20797227036395147,0.2772963604852686,0.3466204506065857,1.366,0.1078,0.1386481802426343,0.014,0.438,0.00062,-0.00230982787,0.0005600000000000001,-0.00055,0.02137,0.013540000000000002,0.0014000000000000002,0.0071,0.057504312820000014,0.02300172513,0.00575043128,-45.652,0.0,0.376,0.158,0.105,0.101,0.26,0.223,0.208,0.104,0.066,0.073,0.05,0.276,5.063,5.0310000000000015,0.175,0.33,0.149,-0.12,3.467488e-05,0.06932409012131716,-4.506065857885615,-22.66897746967071,-0.2772963604852686,62.3,78.9,0.036023649113158265,0.1332325037811082,0.2318163068884917,0.5989275402172418,-0.11635220125786165,0.4775138959070238,0.5224861040929762,-18.537261698440204,-64.20797227036395,-32.93587521663778,,,-43.05719237435009,-89.5944540727903,-10.433275563258231,0.2376,-0.1876,-0.562,-0.071,0.041,-0.092,-0.094,-0.025,2.570694087,-0.641208321,-0.0,0.009220103986135184,-0.011923743500866552,-0.001871750433275564,-0.0,-0.2772963604852686,-0.0075908769999999985,-0.002967211,0.8468000000000001,-0.06932409012131716,-0.01630789302,0.001802426343154246,0.0005545927209705373,-50.6,-623.1184,-117.0,-88.0,-88.0,-97.0,-134.0
Swansea,0.006,-0.055,13653.89,0.04,0.0,140500,127100.0,-4.2,0.8279935675408214,0.0005566551212271152,0.0,0.005195447798119743,0.0,0.00030925284512617514,0.007607619990103909,0.004329539831766452,0.691,0.6609999999999999,0.11443758837800673,0.017872100883237357,0.09553620419782904,0.05951128880491601,0.04079704704236381,0.022644232532688168,0.05539415561715453,0.02891350352314316,0.02460922791775615,0.08028409716134896,0.10770046134348794,0.0,0.04856345737382297,0.012538541980909977,0.06549984616893273,0.03733491231629165,0.029755644402458006,0.7367327365728901,0.25255754475703324,0.0036764705882352936,0.0,-0.007033248081841432,0.8885452746165264,-0.07669470559129142,-0.011349104859335038,-0.014705882352941175,0.191,0.16,0.7390000000000001,0.095,-0.078,-0.17615089514066495,81125.0,22258.0,-0.228,0.972,0.055,0.01,0.0,0.0,0.001,0.017,35125,-0.069,-0.3829,-0.029,0.077,0.901,-0.022,-0.0,557.0,548.0,-0.002,0.759,2123582150,-0.0181,1.94,0.07450187698527289,0.9878772884710542,0.1854160174509193,0.03041445933312558,-0.1855517070757051,0.4948045522018803,0.6185056902523504,0.5,0.1196,0.12370113805047007,0.012,0.453,0.00029,-0.00130342577,0.00035000000000000005,-0.00047000000000000004,0.01425,0.009909999999999999,0.0,0.0019,0.04998437988,0.03748828491,0.0024992189899999996,-6.992000000000001,0.201,0.412,0.16899999999999998,0.119,0.073,0.227,0.41,0.155,0.111,0.079,0.067,0.048,0.13,5.007,4.98,0.134,0.285,0.193,-0.134,1.314114e-05,0.06185056902523504,-8.349826818406731,-26.100940128649178,-1.2370113805047007,66.2,64.3,0.08144087705559906,0.3207293880747287,0.3351605324980423,0.26266920237162994,-0.0,0.4946058091286307,0.5053941908713693,-25.890648193963386,-78.20385947550719,-31.129391390400794,-9.574468085106382,-8.776595744680852,-39.38025729836715,-115.66674913409204,-14.349332013854527,0.179,-0.2258,-0.609,-0.104,0.041,-0.11,-0.212,-0.075,0.0,-0.929252881,-6.185056902523504e-05,0.00822612568035626,-0.006741712023750618,-0.00037110341415141023,-0.0,-1.6081147946561107,-0.008163579,-0.0026685859999999997,0.8262999999999999,-0.06185056902523504,-0.0744047619,0.007050964868876794,0.0008040573973280554,-176.4,-357.0769,-94.0,-125.0,-84.0,-82.0,-79.0
Taunton,0.033,-0.138,13916.79,0.32,0.3372860896115885,141300,146600.0,-6.1,0.7066676134346375,0.05135624511822765,0.00024852659234538097,0.009444010509124476,0.0,0.02584676560391962,0.015408648725413619,0.03861038131080025,0.664,0.624,0.09314057501588567,0.0409090247015405,0.06915844161991999,0.05211775608708081,0.02321402236193119,0.024522655975471427,0.039315905519839336,0.032346009099896766,0.02890373372514962,0.08688189251634541,0.1231253539000468,0.0016500162953333446,0.04625735338296584,0.033939128281597924,0.05299966134837966,0.03795037479266692,0.02201918297565532,0.704799533066942,0.2810128855565034,0.008665200017958964,0.00435504871368922,-0.0011673326449063886,0.663477242064901,-0.1184051693531208,-0.008665200017958964,-0.01409778655771562,0.218,0.34,0.6,0.057,-0.204,-0.1440308894176806,56797.0,27738.0,-0.32299999999999995,0.934,0.084,0.019,0.012,0.002,0.01,0.024,29787,-0.183,-0.4425,-0.054000000000000006,0.105,0.8740000000000001,-0.018000000000000002,-0.003,513.0,502.0,-0.014,0.662,4966125885,-0.0169,2.82,0.08440280292890323,0.9754136192572606,0.203856850117096,0.028523858313817325,-0.19527089398565647,0.3372860896115885,0.4260455868777959,0.41,0.1001,0.284030391251864,0.028,0.407,0.00055,-0.0037790828000000003,0.00084,-0.0016399999999999993,0.017240000000000002,0.00498,0.0018,0.002,0.08206079634999999,0.0863422292,0.004995005,-11.964,0.058,0.3720000000000001,0.171,0.127,0.079,0.251,0.339,0.16699999999999998,0.122,0.084,0.07400000000000001,0.038,0.175,4.941,4.914,0.194,0.547,0.434,-0.153,2.5398379999999996e-05,0.017751899453241498,-9.816800397642547,-13.668962578995952,-2.361002627281119,62.4,50.1,0.11947129232541764,0.31898483005824746,0.33373871855597514,0.2278051590603597,-0.0568421052631579,0.4862270572151604,0.5137729427848395,-5.810196691045943,-30.96818859617979,-12.568344812894981,-3.710146985727473,-4.0900376340268405,-19.814670169708158,-61.89022225378115,-5.439181992473193,0.1806,-0.2969,-0.6459999999999999,-0.079,0.039,-0.141,-0.223,-0.135,6.085192697999999,-1.794725993,-0.0,0.011414471348434282,-0.006319676205353972,-0.0012426329617269047,-0.00012426329617269048,-2.8935596108783637,-0.008442396000000001,-0.003036702,0.8104,-0.19527089398565647,-0.1631361091,0.009230987715685578,0.0018994532414968407,-222.7,-722.2972,-98.0,-88.0,-121.0,-124.0,-121.0
Templeton,0.017,-0.044,,0.84,0.0,114500,,-4.8,0.85,0.0001256281407035176,0.0021356783919597986,0.015577889447236181,0.0,0.0022613065326633165,0.0,0.006909547738693468,0.7040000000000001,0.667,0.1367406748886863,0.023920200703668255,0.10359142037021687,0.07816443537025458,0.015067842962940637,0.023543504629594748,0.03785795544438835,0.013561058666646574,0.050665621962887895,0.06290824437027717,0.11489230259242235,0.004520352888882192,0.046145269074005714,0.044450136740674884,0.05537432288880685,0.016762975296271458,0.042566656370307314,0.7506718423409973,0.2493281576590027,0.0,0.0,-0.0,0.8878140703517587,-0.10904522613065326,-0.012242460435951029,-0.0,0.185,0.219,0.605,0.17600000000000002,-0.024,-0.13466706479546134,67517.0,16980.0,-0.308,0.971,0.122,0.0,0.005,0.0,0.0,0.023,35469,-0.076,-0.3973,-0.006,,,,,,,,,622843997,-0.0099,2.47,0.07129909365558912,0.9717336683417084,0.16938440146631273,0.03981797497155859,,,,0.0,0.0924,0.25125628140703515,0.025,0.436,0.0005200000000000001,-0.00137803753,0.00021,-0.0007700000000000001,0.007390000000000002,0.00246,0.0012,0.0012,0.0,0.04943764677,0.0037078235100000004,-2.513,0.49,0.389,0.204,0.142,0.054000000000000006,0.211,0.46,0.232,0.086,0.079,0.015,0.016,0.112,,,,,,,,,-5.778894472361809,-14.447236180904524,-1.5075376884422111,66.0,100.0,0.06324712019126277,0.2897196261682243,0.3788306889806564,0.2682025646598565,-0.0,0.5087191822008419,0.4912808177991582,-51.05527638190954,-196.60804020100502,-108.7562814070352,-20.100502512562816,,-118.643216080402,-256.68341708542715,-35.21356783919597,0.1776,-0.2116,-0.593,-0.075,0.035,-0.113,-0.177,-0.083,14.49275362,,-0.0001256281407035176,0.009045226130653266,-0.01771356783919598,-0.0026381909547738692,-0.0,-0.8793969849246231,-0.007698884,-0.002814959,0.8325,-0.12562814070351758,-0.1904761905,0.007537688442211055,0.0007537688442211055,-130.0,-883.0613,-81.0,-85.0,-112.0,-135.0,-175.0
Tewksbury,0.006999999999999999,-0.054000000000000006,17276.27,0.45,0.0,197600,276800.0,-4.7,0.7949458723517301,0.00986252241482367,0.00029886431560071725,0.029554360098293164,0.0,0.0051471076575679104,0.007205950720595071,0.009032343760377232,0.698,0.664,0.14718167349613634,0.0850182959372857,0.07461605737554723,0.0596128286807321,0.01420305649775832,0.020854487885793024,0.04661003047855899,0.01205259371816815,0.026855779363719072,0.0909695766528957,0.12192623852653092,0.0010502260086370588,0.04355937397727992,0.028606156044780836,0.04045870671368478,0.018654014343886804,0.014953217932499076,0.7769516728624535,0.2177747038990231,0.004841359038644418,0.0,-0.00043226419987896605,0.8994487613734475,-0.07365345022248787,-0.006051698798305525,-0.00942335955736146,0.197,0.06,0.802,0.127,-0.068,-0.19400017290567995,93817.0,22786.0,-0.306,0.915,0.058,0.027000000000000003,0.009000000000000001,0.001,0.003,0.045,41193,-0.043,-0.3982,-0.01,0.026,0.961,-0.01,-0.003,561.0,567.0,-0.004,0.782,4544700720,-0.0161,3.74,0.05916473317865429,0.98558809855881,0.19709794437726724,0.034529087733440815,-0.2656571694228598,0.29886431560071725,0.3652786079564322,0.6729999999999999,0.1146,0.06641429235571494,0.006999999999999999,0.433,0.0005099999999999999,-0.00135667781,0.00018,-0.0004,0.01461,0.00365,0.005,0.002,0.13796352380000002,0.09724745945,0.0067299279900000005,-13.991,0.0,0.315,0.228,0.14300000000000002,0.079,0.236,0.28,0.191,0.129,0.08900000000000001,0.05,0.016,0.244,5.026,5.002,0.174,0.3,0.151,-0.13,3.777017e-05,0.03320714617785747,-9.696486683934383,-21.71747360031879,-3.4535432024971766,66.2,82.0,0.037351849634861725,0.2903747156710164,0.2882796600023944,0.3839937746917275,-0.0,0.4846423751686911,0.5153576248313091,-12.519094109052267,-51.22866440858072,-14.98638507006708,-4.074516836023112,-5.02092050209205,-18.93803546523211,-67.52673175267317,-7.504815036195789,0.17309999999999998,-0.2374,-0.612,-0.092,0.036000000000000004,-0.098,-0.16699999999999998,-0.057,5.643340857999999,-0.8301510870000001,-3.320714617785747e-05,0.009796108122467955,-0.005014279072856479,-0.0006973500697350073,-0.00023245002324500234,-1.0294215315135815,-0.00770214,-0.002560525,0.7953,-0.03320714617785747,-0.042194092829999995,0.0027561931327621703,0.001195457262402869,-105.6,-479.4757,-98.0,-103.0,-92.0,-118.0,-177.0
Tisbury,0.079,-0.069,24177.05,0.07,0.0,288300,242900.0,-6.2,0.7599118942731278,0.06191874694077337,0.0,0.0041605482134116495,0.0,0.00465002447381302,0.019823788546255508,0.003181595692608909,0.7040000000000001,0.6609999999999999,0.11181681591619813,0.012588648149505749,0.1251459727803807,0.038506453163194065,0.040357724949886084,0.0,0.05183561002737662,0.051095101312699814,0.002221526144030426,0.1255162271377191,0.08700977397452503,0.0062943240747528745,0.09293384369193952,0.0,0.02702856808570352,0.0062943240747528745,0.07182934532365046,0.7656033287101248,0.19972260748959766,0.01248266296809986,0.02219140083217753,-0.0,0.7660303475281449,-0.07391091532060695,-0.057558945908460474,-0.17198335644937587,0.17800000000000002,0.17,0.677,0.153,-0.0,-0.22538141470180306,48869.0,23178.0,-0.343,0.7120000000000001,0.033,0.06,0.063,0.024,0.068,0.073,37472,-0.033,-0.5383,-0.031,0.16699999999999998,0.833,-0.0,-0.0,,,,,2738924702,-0.0155,0.25,0.049868766404199474,0.9554576603034752,0.1660908193484699,0.021964461994077,-0.24473813020068524,1.2236906510034262,2.4473813020068524,1.734,0.1019,0.24473813020068524,0.025,0.414,0.0007000000000000001,-0.0032166302000000003,0.0006,-0.0004,0.029589999999999998,0.0074,0.0123,0.0049,0.07433102081000001,0.07433102081000001,0.01486620416,-6.0379999999999985,1.0,0.3,0.03,0.08900000000000001,0.07,0.511,0.259,0.045,0.295,0.101,0.033,0.0,0.267,5.131,5.087,0.162,0.525,0.276,-0.079,1.5247639999999999e-05,0.24473813020068524,-14.9290259422418,-27.900146842878122,-1.9579050416054813,66.4,0.0,0.04567307692307692,0.2415865384615385,0.25400641025641024,0.4587339743589744,-0.0,0.5074074074074074,0.4925925925925926,-176.1869799314733,-737.4449339207048,-611.5026921194321,,,-126.431718061674,-1012.4816446402347,-154.2584434654919,,,,,,,-0.196,-0.068,0.0,-4.192355117,-0.0,0.008565834557023984,-0.03915810083210964,-0.0019579050416054823,-0.0,-1.2236906510034262,-0.006673467,-0.0031678229999999997,0.83,-0.24473813020068524,-0.08503401361,0.003915810083210965,0.0007342143906020558,-128.1,-366.5881,-162.0,-116.0,-76.0,-77.0,-0.0
Tolland,0.0,-0.07200000000000001,,0.05,0.0,167900,,-2.4,0.8438438438438438,0.003003003003003003,0.0015015015015015015,0.009009009009009007,0.0,0.009009009009009007,0.015015015015015015,0.010510510510510513,0.649,0.634,0.16814922177698202,0.09236365703242674,0.07341726584628792,0.07578556474455528,0.03552448347401028,0.026051287880940875,0.026051287880940875,0.05920747245668381,0.00947319559306941,0.05683917355841647,0.04262938016881234,0.0023682988982673524,0.06868066804975323,0.04026108127054498,0.06394407025321851,0.03552448347401028,0.004736597796534705,0.7833935018050542,0.21660649819494585,0.0,0.0,-0.0,0.8438438438438438,-0.03903903903903904,-0.1444043321299639,-0.032490974729241874,0.123,0.166,0.73,0.105,-0.0,-0.04693140794223827,90417.0,20625.0,-0.15,0.879,0.055,0.011,0.014,0.0,0.027000000000000003,0.068,40435,-0.043,-0.3476,-0.0,0.233,0.7240000000000001,-0.037000000000000005,-0.006,550.0,546.0,-0.013,0.764,186120295,,0.0,0.0,0.9744744744744744,0.1582952815829528,0.0060882800608828,,,,0.0,0.0618,0.0,0.0,0.458,0.00022,-0.0015116279099999998,5.9999999999999995e-05,-0.00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.154,1.0,0.644,0.171,0.096,0.055,0.034,0.523,0.102,0.14800000000000002,0.045,0.0,0.023,0.159,4.9830000000000005,4.952,0.166,0.348,0.228,-0.117,2.68e-07,1.5015015015015014,,,,63.5,28.6,0.06169665809768636,0.2853470437017995,0.31362467866323906,0.3393316195372751,-0.0,0.4755244755244755,0.5244755244755245,-0.0,,,-0.0,-0.0,,,-0.0,,,,,,,,-0.0,100.0,,-0.0,0.006006006006006006,-0.0,-0.0,-0.0,-0.0,-0.0077079140000000015,-0.00237727,0.8253,,-0.0,0.0,0.0,,,-0.0,-1.0,-1.0,-1.0,-0.0
Topsfield,0.0,-0.014,15411.22,0.05,0.0,332100,275000.0,-3.4,0.7990280608245807,0.0004702931493964571,0.0,0.013638501332497256,0.0,0.0032920520457752,0.005486753409625332,0.012854679416836495,0.628,0.606,0.20643230650075511,0.08277987228100456,0.1107180791758436,0.07812350446519804,0.00025868710087813924,0.02509264878517951,0.030266390802742286,0.0025868710087813924,0.027162145592204617,0.10011190803983988,0.11201151468023428,0.0,0.016555974456200908,0.005691116219319063,0.012416980842150684,0.006984551723709759,0.004915054916684645,0.8270004470272687,0.1591417076441663,0.006705409029950827,0.007152436298614216,-0.0,0.9708418247374196,-0.07791189841667973,-0.0,-0.0,0.246,0.124,0.762,0.078,-0.0,-0.2257487706750112,131387.0,36250.0,-0.263,0.904,0.045,0.008,0.006,0.0,0.009000000000000001,0.073,54091,-0.031,-0.3881,-0.004,0.265,0.735,-0.0,-0.0,,,,,1362278394,-0.009000000000000001,1.91,0.07230255839822025,0.9910644301614672,0.251176655161594,0.03090680891120176,,,,0.955,0.1057,0.0,0.0,0.454,0.0005,-0.0007702642200000001,0.00013000000000000002,-0.0002,0.00627,0.0,0.0,0.011,0.0318167356,0.055679287310000006,0.0,-5.105,0.14800000000000002,0.453,0.153,0.067,0.08,0.247,0.231,0.155,0.2,0.068,0.134,0.043,0.17,5.085,5.05,0.172,0.197,0.036000000000000004,-0.117,2.0238189999999998e-05,0.15676438313215238,-1.8811725975858289,-7.681454773475468,-0.4702931493964572,60.8,29.3,0.017049180327868854,0.12065573770491805,0.2363934426229508,0.6259016393442624,-0.0,0.4717266404596311,0.5282733595403689,-47.49960808904217,-162.14140147358518,-48.01693055337827,,,-115.14343941056593,-295.2500391910958,-28.06082458065528,,-0.1906,-0.557,-0.073,0.039,-0.08800000000000001,,-0.0,0.0,-2.50823013,-0.00015676438313215238,0.006897632857814705,-0.018027904060197518,-0.001724408214453676,-0.0,-0.4702931493964572,-0.0071536069999999985,-0.0027567140000000013,0.8676999999999999,-0.0,-0.0,0.0007838219156607619,0.0009405862987929142,,-485.594,-90.0,-110.0,-58.0,-122.0,-0.0
Townsend,0.0,-0.04,,0.07,0.0,159100,261100.0,-3.7,0.7609227171255448,0.0009567343467630488,0.0,0.012969065589454662,0.0,0.00744126714149038,0.004889975550122249,0.016477091527585842,0.728,0.7,0.1321204574101353,0.06621209129979196,0.1094929307962156,0.042521526522802174,0.012149007577943478,0.0209570380719525,0.02171635104557397,0.03568770976020896,0.01746419839329375,0.07957599963552978,0.1023553888441738,0.0,0.04783671733815245,0.02900575559234005,0.026879679266199944,0.014275083904083587,0.029157618187064343,0.7254267216009417,0.2654502648616833,0.0,0.0017657445556209536,-0.00735726898175397,0.8749867120229616,-0.07207398745614968,-0.03031194820482637,-0.006180105944673337,0.235,0.149,0.733,0.105,-0.026,-0.15685697469099472,84630.0,24265.0,-0.317,0.914,0.044,0.01,0.005,0.002,0.006,0.063,41058,-0.07400000000000001,-0.4162,-0.0,,,,,,,,,852049610,-0.0119,0.22,0.0940550133096717,0.960773891782715,0.2148678414096916,0.03337004405286344,-0.2126076326140109,0.2126076326140109,0.5315190815350271,0.327,0.1238,0.0,0.0,0.411,0.0007000000000000001,-0.00196644098,0.00018,-0.00067,0.0043100000000000005,0.00323,0.0,0.0011,0.032669062400000004,0.00980071872,0.0,-2.721,0.519,0.378,0.255,0.112,0.069,0.18600000000000005,0.451,0.208,0.138,0.069,0.015,0.031,0.087,,,,,,,,,-1.4882534282980755,-10.417773998086533,-0.0,70.9,63.2,0.04753689860072839,0.2873298830745639,0.3047728579643473,0.3603603603603603,-0.0,0.4796023311621529,0.5203976688378471,-49.558839162325924,-156.53236951206551,-54.83150845115339,,,-58.360795152545975,-183.95875411927287,-21.36706707770809,0.223,-0.2494,-0.605,-0.071,0.034,-0.098,-0.175,-0.106,0.0,,-0.0,0.008504305304560434,-0.014669926650366746,-0.000744126714149038,-0.0,-1.7008610609120869,-0.007252479000000002,-0.002650499,0.8721,-0.0,-0.05500550055,0.002763899223982141,0.001488253428298076,-128.4,-463.7119,-96.0,-68.0,-142.0,-98.0,-0.0
Truro,0.0,-0.112,31560.16,0.04,0.0,289600,500000.0,-4.3,0.8518987341772152,0.012658227848101266,0.006329113924050633,0.0,0.0,0.0,0.0031645569620253164,0.0056962025316455705,0.602,0.5760000000000001,0.10218881856540082,0.02197609001406469,0.16262306610407873,0.04724859353023909,0.031865330520393816,0.017580872011251754,0.06922468354430379,0.06373066104078763,0.06922468354430379,0.07691631504922643,0.05274261603375527,0.0,0.09889240506329113,0.014284458509142053,0.014284458509142053,0.01648206751054852,0.015383263009845284,0.8203517587939698,0.17964824120603015,0.0,0.0,-0.0,0.8221518987341773,-0.0037974683544303796,-0.008793969849246231,-0.13316582914572864,0.126,0.237,0.635,0.128,-0.17600000000000002,-0.2198492462311558,62844.0,40156.0,-0.289,0.77,0.075,0.0,0.006999999999999999,0.0,0.012,0.211,33471,-0.006,-0.3855,-0.018000000000000002,0.375,0.542,-0.0,-0.083,,,,,2166275780,-0.0287,0.58,0.18407960199004966,0.9613924050632912,0.11408540471637985,0.014021669853409816,-1.2658227848101264,0.6329113924050632,2.531645569620253,0.575,0.0072,0.0,0.0,0.552,0.0,-0.0017073170699999998,0.0003,-0.00037000000000000016,0.00608,0.0,0.0,0.0,0.0,0.02876869965,0.0,-0.956,1.0,0.22,0.118,0.118,0.121,0.422,0.245,0.165,0.1,0.032,0.086,0.162,0.209,5.033,4.9289999999999985,0.16699999999999998,0.463,0.349,-0.066,1.125877e-05,0.6329113924050632,-24.050632911392412,-36.70886075949367,-1.2658227848101264,57.8,100.0,0.10561497326203208,0.20855614973262032,0.2379679144385027,0.4478609625668449,-0.0,0.5377720870678617,0.4622279129321383,-210.8860759493671,-779.746835443038,-233.79746835443038,,,,-1697.9746835443038,-167.72151898734174,,,,,,,,-0.0,0.0,-7.9075425789999985,-0.0,0.0037974683544303796,-0.2740506329113924,-0.03164556962025317,-0.0,-0.6329113924050632,-0.007059829000000002,-0.002761916,0.8441,-0.0,-0.406504065,0.0031645569620253164,0.0012658227848101266,,-323.7743,-152.0,-44.0,-113.0,-38.0,-0.0
Tyngsborough,0.014,-0.071,14971.13,0.07,0.0,204900,266000.0,-4.5,0.7245748855461086,0.00539568345323741,0.0009810333551340746,0.07145192936559842,0.0,0.0,0.014388489208633094,0.02722367560497057,0.768,0.733,0.1407530802841294,0.09870560701383084,0.08063746200112959,0.051193077535986835,0.0078072231536363374,0.01672976390064929,0.02632149520368822,0.03256727372659729,0.051750736332675136,0.08521026413397373,0.08788702635807763,0.0,0.03959377456486999,0.04394351317903882,0.02743681279706484,0.015614446307272671,0.01081858065575321,0.7426605504587156,0.2339449541284404,0.0194954128440367,0.0038990825688073397,-0.0,0.8902877697841727,-0.0473348593852191,-0.00871559633027523,-0.00871559633027523,0.21,0.075,0.7490000000000001,0.16899999999999998,-0.08800000000000001,-0.14724770642201834,101303.0,13054.0,-0.277,0.945,0.066,0.01,0.009000000000000001,0.002,0.002,0.031,43787,-0.049,-0.3896,-0.02,0.096,0.8859999999999999,-0.018000000000000002,-0.0,556.0,575.0,-0.0,0.85,1577966795,-0.0119,0.51,0.051256937642833816,0.9901896664486592,0.20369127516778526,0.05327181208053691,-0.24525833878351866,0.08175277959450622,0.08175277959450622,0.59,0.1145,0.0,0.0,0.421,0.00031,-0.00137811634,0.0002,-0.00022999999999999998,0.0016600000000000002,0.0,0.0,0.0008,0.025280188760000002,0.026965534680000004,0.0,-6.733,0.036000000000000004,0.433,0.188,0.147,0.058,0.173,0.411,0.156,0.101,0.086,0.098,0.042,0.107,5.017,4.997,0.16699999999999998,0.275,0.118,-0.13,1.133583e-05,0.08175277959450622,-6.867233485938523,-15.860039241334205,-2.5343361674296934,73.6,93.1,0.019657325009961483,0.2390755744454775,0.2568734227653075,0.4843936777792536,-0.0,0.5058246474555488,0.4941753525444513,-20.87965990843689,-117.41334205362983,-19.056572923479397,,,-32.79103989535645,-127.5506867233486,-20.078482668410725,0.1805,-0.229,-0.617,-0.085,0.028,-0.114,-0.16699999999999998,-0.08199999999999999,2.93255132,-0.8296689620000001,-0.0,0.010055591890124263,-0.02076520601700458,-0.002207325049051668,-0.0009810333551340746,-0.16350555918901244,-0.00775011,-0.002534144,0.8419,-0.0,-0.07457121551,0.003760627861347286,0.0008175277959450621,-37.6,-354.0763,-83.0,-88.0,-89.0,-126.0,-0.0
